,County,State,latitude,longitude,FIPS,Genre
1832,Fillmore,NE,40.5,-97.6,31059,Rock
1833,Franklin,NE,40.2,-98.9,31061,Rock
1834,Frontier,NE,40.5,-100.4,31063,House
1835,Furnas,NE,40.2,-99.9,31065,Rock
1836,Gage,NE,40.3,-96.7,31067,House
1837,Garden,NE,41.6,-102.3,31069,Rock
1838,Garfield,NE,41.9,-99.0,31071,Rock
1839,Gosper,NE,40.5,-99.8,31073,Rock
1840,Grant,NE,41.9,-101.7,31075,Rock
1841,Greeley,NE,41.6,-98.5,31077,Rock
1842,Hall,NE,40.9,-98.5,31079,Rock
1843,Hamilton,NE,40.9,-98.0,31081,Rock
1844,Harlan,NE,40.2,-99.4,31083,Rock
1845,Hayes,NE,40.5,-101.1,31085,Rock
1846,Hitchcock,NE,40.2,-101.0,31087,Rock
1847,Holt,NE,42.5,-98.8,31089,Rock
1848,Hooker,NE,41.9,-101.1,31091,Rock
1849,Howard,NE,41.2,-98.5,31093,Rock
1850,Jefferson,NE,40.2,-97.1,31095,House
1851,Johnson,NE,40.4,-96.3,31097,House
1852,Kearney,NE,40.5,-98.9,31099,Rock
1853,Keith,NE,41.2,-101.7,31101,Rock
1854,Keya Paha,NE,42.9,-99.7,31103,Rock
1855,Kimball,NE,41.2,-103.7,31105,Rock
1856,Knox,NE,42.6,-97.9,31107,Rock
1857,Lancaster,NE,40.8,-96.7,31109,Rock
1858,Lincoln,NE,41.1,-100.7,31111,Rock
1859,Logan,NE,41.6,-100.5,31113,Rock
1860,Loup,NE,41.9,-99.4,31115,Rock
1861,McPherson,NE,41.6,-101.1,31117,Rock
1862,Madison,NE,41.9,-97.6,31119,Rock
1863,Merrick,NE,41.2,-98.0,31121,Rock
1864,Morrill,NE,41.7,-103.0,31123,Rock
1865,Nance,NE,41.4,-98.0,31125,Rock
1866,Nemaha,NE,40.4,-95.8,31127,House
1867,Nuckolls,NE,40.2,-98.0,31129,House
1868,Otoe,NE,40.7,-96.1,31131,House
1869,Pawnee,NE,40.1,-96.2,31133,House
1870,Perkins,NE,40.8,-101.7,31135,Rock
1871,Phelps,NE,40.5,-99.4,31137,Rock
1872,Pierce,NE,42.3,-97.6,31139,Rock
1873,Platte,NE,41.6,-97.5,31141,Rock
1874,Polk,NE,41.2,-97.6,31143,Rock
1875,Red Willow,NE,40.2,-100.5,31145,House
1876,Richardson,NE,40.1,-95.7,31147,House
1877,Rock,NE,42.4,-99.5,31149,Rock
1878,Saline,NE,40.5,-97.1,31151,House
1879,Sarpy,NE,41.1,-96.1,31153,House
1880,Saunders,NE,41.2,-96.6,31155,Rock
1881,Scotts Bluff,NE,41.9,-103.7,31157,Rock
1882,Seward,NE,40.9,-97.1,31159,Rock
1883,Sheridan,NE,42.5,-102.4,31161,Rock
1884,Sherman,NE,41.2,-99.0,31163,Rock
1885,Sioux,NE,42.5,-103.8,31165,Rock
1886,Stanton,NE,41.9,-97.2,31167,Rock
1887,Thayer,NE,40.2,-97.6,31169,House
1888,Thomas,NE,41.9,-100.6,31171,Rock
1889,Thurston,NE,42.2,-96.6,31173,Rock
1890,Valley,NE,41.6,-99.0,31175,Rock
1891,Washington,NE,41.5,-96.2,31177,Rock
1892,Wayne,NE,42.2,-97.1,31179,Rock
1893,Webster,NE,40.2,-98.5,31181,Rock
1894,Wheeler,NE,41.9,-98.5,31183,Rock
1895,York,NE,40.9,-97.6,31185,Rock
1896,Belknap,NH,43.5,-71.4,33001,Reggae
1897,Carroll,NH,43.9,-71.2,33003,Reggae
1898,Cheshire,NH,42.9,-72.3,33005,Reggae
1899,Coos,NH,44.7,-71.3,33007,Reggae
1900,Grafton,NH,43.9,-71.8,33009,Reggae
1901,Hillsborough,NH,42.9,-71.7,33011,Reggae
1902,Merrimack,NH,43.3,-71.7,33013,Reggae
1903,Rockingham,NH,43.0,-71.1,33015,Reggae
1904,Strafford,NH,43.3,-71.0,33017,Reggae
1905,Sullivan,NH,43.4,-72.2,33019,Reggae
1906,Atlantic,NJ,39.5,-74.6,34001,Rock
1907,Bergen,NJ,41.0,-74.1,34003,Reggae
1908,Burlington,NJ,39.9,-74.7,34005,Rock
1909,Camden,NJ,39.8,-75.0,34007,Rock
1910,Cape May,NJ,39.1,-74.9,34009,Rock
1911,Cumberland,NJ,39.3,-75.1,34011,Rock
1912,Essex,NJ,40.8,-74.2,34013,Reggae
1913,Gloucester,NJ,39.7,-75.1,34015,Rock
1914,Hudson,NJ,40.7,-74.1,34017,Reggae
1915,Hunterdon,NJ,40.6,-74.9,34019,Reggae
1916,Mercer,NJ,40.3,-74.7,34021,Reggae
1917,Middlesex,NJ,40.4,-74.4,34023,Reggae
1918,Monmouth,NJ,40.3,-74.2,34025,Reggae
1919,Morris,NJ,40.9,-74.5,34027,Reggae
1920,Ocean,NJ,39.9,-74.3,34029,Reggae
1921,Passaic,NJ,41.0,-74.3,34027,Reggae
1922,Salem,NJ,39.6,-75.4,34033,Rock
1923,Somerset,NJ,40.6,-74.6,34035,Reggae
1924,Sussex,NJ,41.1,-74.7,34037,Reggae
1925,Union,NJ,40.7,-74.3,34039,Reggae
1926,Warren,NJ,40.9,-75.0,34041,Reggae
1927,Bernalillo,NM,35.1,-106.7,35001,Rock
1928,Catron,NM,33.9,-108.4,35003,House
1929,Chaves,NM,33.4,-104.5,35005,Rock
1930,Cibola,NM,34.9,-108.0,35006,House
1931,Colfax,NM,36.6,-104.6,35007,Rock
1932,Curry,NM,34.6,-103.3,35009,Rock
1933,DeBaca,NM,34.3,-104.4,35011,Rock
1934,Dona Ana,NM,32.3,-106.8,35013,House
1935,Eddy,NM,32.5,-104.3,35015,Rock
1936,Grant,NM,32.7,-108.4,35017,House
1937,Guadalupe,NM,34.9,-104.8,35019,Rock
1938,Harding,NM,35.9,-103.8,35021,Rock
1939,Hidalgo,NM,31.9,-108.7,35023,House
1940,Lea,NM,32.8,-103.4,35025,Rock
1941,Lincoln,NM,33.7,-105.5,35027,Rock
1942,Los Alamos,NM,35.9,-106.3,35028,Rock
1943,Luna,NM,32.2,-107.7,35029,House
1944,McKinley,NM,35.6,-108.3,35031,House
1945,Mora,NM,36.0,-104.9,35033,Rock
1946,Otero,NM,32.6,-105.7,35035,Rock
1947,Quay,NM,35.1,-103.6,35037,Rock
1948,Rio,NM,36.5,-106.7,35039,Rock
1949,Roosevelt,NM,34.0,-103.5,35041,Rock
1950,Sandoval,NM,35.7,-106.8,35043,Rock
1951,San Juan,NM,36.5,-108.3,35045,Rock
1952,San Miguel,NM,35.5,-104.8,35047,Rock
1953,Santa Fe,NM,35.5,-106.0,35049,Rock
1954,Sierra,NM,33.1,-107.2,35051,House
1955,Socorro,NM,34.0,-106.9,35053,House
1956,Taos,NM,36.6,-105.6,35055,Rock
1957,Torrance,NM,34.6,-105.9,35057,Rock
1958,Union,NM,36.5,-103.5,35059,Rock
1959,Valencia,NM,34.7,-106.8,35061,Rock
1960,Churchill,NV,39.6,-118.3,32001,Reggae
1961,Clark,NV,36.2,-115.0,32003,Rock
1962,Douglas,NV,38.9,-119.6,32005,Reggae
1963,Elko,NV,41.1,-115.4,32007,Rock
1964,Esmeralda,NV,37.8,-117.6,32009,House
1965,Eureka,NV,40.0,-116.3,32011,Rock
1966,Humboldt,NV,41.4,-118.1,32013,Reggae
1967,Lander,NV,39.9,-117.0,32015,Rock
1968,Lincoln,NV,37.6,-114.9,32017,Rock
1969,Lyon,NV,39.0,-119.2,32019,Reggae
1970,Mineral,NV,38.5,-118.4,32021,Reggae
1971,Nye,NV,38.0,-116.5,32023,Rock
1972,Pershing,NV,40.4,-118.4,32027,Reggae
1973,Storey,NV,39.4,-119.5,32029,Reggae
1974,Washoe,NV,40.6,-119.7,32031,Reggae
1975,White Pine,NV,39.4,-114.9,32033,Rock
1976,Carson,NV,39.1,-119.7,32510,Reggae
1977,Albany,NY,42.6,-74.0,36001,Reggae
1978,Allegany,NY,42.3,-78.0,36003,Reggae
1979,Bronx,NY,40.8,-73.9,36005,Reggae
1980,Broome,NY,42.2,-75.8,36007,Reggae
1981,Cattaraugus,NY,42.2,-78.7,36009,Reggae
1982,Cayuga,NY,42.9,-76.6,36011,Reggae
1983,Chautauqua,NY,42.3,-79.4,36013,Reggae
1984,Chemung,NY,42.1,-76.8,36015,Rock
1985,Chenango,NY,42.5,-75.6,36017,Reggae
1986,Clinton,NY,44.7,-73.7,36019,Reggae
1987,Columbia,NY,42.3,-73.6,36021,Reggae
1988,Cortland,NY,42.6,-76.1,36023,Reggae
1989,Delaware,NY,42.2,-75.0,36025,Reggae
1990,Dutchess,NY,41.8,-73.7,36027,Reggae
1991,Erie,NY,42.8,-78.8,36029,Reggae
1992,Essex,NY,44.1,-73.8,36031,Reggae
1993,Franklin,NY,44.6,-74.3,36033,Reggae
1994,Fulton,NY,43.1,-74.4,36035,Reggae
1995,Genesee,NY,43.0,-78.2,36037,Reggae
1996,Greene,NY,42.3,-74.1,36039,Reggae
1997,Hamilton,NY,43.7,-74.5,36041,Reggae
1998,Herkimer,NY,43.4,-75.0,36043,Reggae
1999,Jefferson,NY,44.0,-76.1,36045,Reggae
2000,Kings,NY,40.6,-74.0,36047,Reggae
2001,Lewis,NY,43.8,-75.4,36049,Reggae
2002,Livingston,NY,42.7,-77.8,36051,Reggae
2003,Madison,NY,42.9,-75.7,36053,Reggae
2004,Monroe,NY,43.3,-77.7,36055,Rock
2005,Montgomery,NY,42.9,-74.4,36057,Reggae
2006,Nassau,NY,40.7,-73.6,36059,Reggae
2007,New York,NY,40.8,-74.0,34017,Reggae
2008,Niagara,NY,43.3,-78.8,36063,Reggae
2009,Oneida,NY,43.2,-75.4,36065,Reggae
2010,Onondaga,NY,43.0,-76.2,36067,Reggae
2011,Ontario,NY,42.9,-77.3,36069,Rock
2012,Orange,NY,41.4,-74.3,36071,Reggae
2013,Orleans,NY,43.4,-78.2,36073,Reggae
2014,Oswego,NY,43.5,-76.2,36075,Reggae
2015,Otsego,NY,42.6,-75.0,36077,Reggae
2016,Putnam,NY,41.4,-73.7,36079,Reggae
2017,Queens,NY,40.7,-73.8,36081,Reggae
2018,Rensselaer,NY,42.7,-73.5,36083,Reggae
2019,Richmond,NY,40.6,-74.1,36085,Reggae
2020,Rockland,NY,41.1,-74.0,36087,Reggae
2021,St. Lawrence,NY,44.5,-75.1,36089,Reggae
2022,Saratoga,NY,43.1,-73.9,36091,Reggae
2023,Schenectady,NY,42.8,-74.1,36093,Reggae
2024,Schoharie,NY,42.6,-74.4,36095,Reggae
2025,Schuyler,NY,42.4,-76.9,36097,Rock
2026,Seneca,NY,42.8,-76.8,36099,Rock
2027,Steuben,NY,42.3,-77.4,36101,Reggae
2028,Suffolk,NY,40.9,-72.7,36103,Reggae
2029,Sullivan,NY,41.7,-74.8,36105,Reggae
2030,Tioga,NY,42.2,-76.3,36107,Reggae
2031,Tompkins,NY,42.5,-76.5,36109,Reggae
2032,Ulster,NY,41.9,-74.3,36111,Reggae
2033,Warren,NY,43.6,-73.8,36113,Reggae
2034,Washington,NY,43.3,-73.4,36115,Reggae
2035,Wayne,NY,43.3,-77.1,36117,Reggae
2036,Westchester,NY,41.2,-73.8,36119,Reggae
2037,Wyoming,NY,42.7,-78.2,36121,Reggae
2038,Yates,NY,42.6,-77.1,36123,Rock
2039,Adams,OH,38.8,-83.5,39001,House
2040,Allen,OH,40.8,-84.1,39003,House
2041,Ashland,OH,40.8,-82.3,39005,House
2042,Ashtabula,OH,41.9,-80.8,39007,Rock
2043,Athens,OH,39.3,-82.0,39009,House
2044,Auglaize,OH,40.6,-84.2,39011,House
2045,Belmont,OH,40.0,-81.0,39013,House
2046,Brown,OH,38.9,-83.9,39015,House
2047,Butler,OH,39.4,-84.6,39017,House
2048,Carroll,OH,40.6,-81.1,39019,House
2049,Champaign,OH,40.1,-83.8,39021,House
2050,Clark,OH,39.9,-83.8,39023,House
2051,Clermont,OH,39.1,-84.2,39025,House
2052,Clinton,OH,39.4,-83.8,39027,House
2053,Columbiana,OH,40.8,-80.8,39029,House
2054,Coshocton,OH,40.3,-81.9,39031,House
2055,Crawford,OH,40.8,-82.9,39033,House
2056,Cuyahoga,OH,41.5,-81.7,39035,Rock
2057,Darke,OH,40.1,-84.6,39037,House
2058,Defiance,OH,41.3,-84.5,39039,Rock
2059,Delaware,OH,40.3,-83.0,39041,House
2060,Erie,OH,41.5,-82.6,39043,House
2061,Fairfield,OH,39.7,-82.6,39045,House
2062,Fayette,OH,39.6,-83.5,39047,House
2063,Franklin,OH,40.0,-83.0,39049,House
2064,Fulton,OH,41.6,-84.1,39051,Rock
2065,Gallia,OH,38.8,-82.3,39053,House
2066,Geauga,OH,41.5,-81.2,39055,Rock
2067,Greene,OH,39.7,-83.9,39057,House
2068,Guernsey,OH,40.0,-81.5,39059,House
2069,Hamilton,OH,39.2,-84.5,39061,House
2070,Hancock,OH,41.0,-83.7,39063,House
2071,Hardin,OH,40.7,-83.7,39065,House
2072,Harrison,OH,40.3,-81.1,39067,House
2073,Henry,OH,41.3,-84.1,39069,Rock
2074,Highland,OH,39.2,-83.6,39071,House
2075,Hocking,OH,39.5,-82.5,39073,House
2076,Holmes,OH,40.6,-81.9,39075,House
2077,Huron,OH,41.2,-82.6,39077,House
2078,Jackson,OH,39.0,-82.6,39079,House
2079,Jefferson,OH,40.4,-80.8,39081,House
2080,Knox,OH,40.4,-82.4,39083,House
2081,Lake,OH,41.8,-81.2,39085,Rock
2082,Lawrence,OH,38.6,-82.5,39087,House
2083,Licking,OH,40.1,-82.5,39089,House
2084,Logan,OH,40.4,-83.8,39091,House
2085,Lorain,OH,41.5,-82.2,39093,House
2086,Lucas,OH,41.7,-83.5,39095,Rock
2087,Madison,OH,39.9,-83.4,39097,House
2088,Mahoning,OH,41.0,-80.8,39099,House
2089,Marion,OH,40.6,-83.2,39101,House
2090,Medina,OH,41.1,-81.9,39103,House
2091,Meigs,OH,39.1,-82.0,39105,House
2092,Mercer,OH,40.5,-84.6,39107,House
2093,Miami,OH,40.1,-84.2,39109,House
2094,Monroe,OH,39.7,-81.1,39111,House
2095,Montgomery,OH,39.8,-84.3,39113,House
2096,Morgan,OH,39.6,-81.9,39115,House
2097,Morrow,OH,40.5,-82.8,39117,House
2098,Muskingum,OH,40.0,-81.9,39119,House
2099,Noble,OH,39.8,-81.5,39121,House
2100,Ottawa,OH,41.6,-83.1,39123,House
2101,Paulding,OH,41.1,-84.6,39125,House
2102,Perry,OH,39.7,-82.2,39127,House
2103,Pickaway,OH,39.6,-83.0,39129,House
2104,Pike,OH,39.1,-83.1,39131,House
2105,Portage,OH,41.2,-81.2,39133,House
2106,Preble,OH,39.7,-84.7,39135,House
2107,Putnam,OH,41.0,-84.1,39137,Rock
2108,Richland,OH,40.8,-82.5,39139,House
2109,Ross,OH,39.3,-83.1,39141,House
2110,Sandusky,OH,41.4,-83.1,39143,House
2111,Scioto,OH,38.8,-83.0,39145,House
2112,Seneca,OH,41.1,-83.1,39147,House
2113,Shelby,OH,40.3,-84.2,39149,House
2114,Stark,OH,40.8,-81.4,39151,House
2115,Summit,OH,41.1,-81.5,39153,House
2116,Trumbull,OH,41.3,-80.8,39155,House
2117,Tuscarawas,OH,40.4,-81.5,39157,House
2118,Union,OH,40.3,-83.4,39159,House
2119,Van Wert,OH,40.9,-84.6,39161,House
2120,Vinton,OH,39.3,-82.5,39163,House
2121,Warren,OH,39.4,-84.2,39165,House
2122,Washington,OH,39.5,-81.5,39167,House
2123,Wayne,OH,40.8,-81.9,39169,House
2124,Williams,OH,41.6,-84.6,39171,Rock
2125,Wood,OH,41.4,-83.6,39173,Rock
2126,Wyandot,OH,40.8,-83.3,39175,House
2127,Adair,OK,35.9,-94.7,40001,Reggae
2128,Alfalfa,OK,36.7,-98.3,40003,House
2129,Atoka,OK,34.4,-96.0,40005,House
2130,Beaver,OK,36.8,-100.5,40007,Rock
2131,Beckham,OK,35.3,-99.7,40009,House
2132,Blaine,OK,35.9,-98.4,40011,House
2133,Bryan,OK,34.0,-96.3,40013,House
2134,Caddo,OK,35.2,-98.4,40015,House
2135,Canadian,OK,35.5,-98.0,40017,House
2136,Carter,OK,34.2,-97.3,40019,House
2137,Cherokee,OK,35.9,-95.0,40021,Rock
2138,Choctaw,OK,34.0,-95.6,40023,House
2139,Cimarron,OK,36.7,-102.5,40025,Rock
2140,Cleveland,OK,35.2,-97.3,40027,House
2141,Coal,OK,34.6,-96.3,40029,House
2142,Comanche,OK,34.7,-98.5,40031,House
2143,Cotton,OK,34.3,-98.4,40033,House
2144,Craig,OK,36.8,-95.2,40035,House
2145,Creek,OK,35.9,-96.4,40037,House
2146,Custer,OK,35.6,-99.0,40039,House
2147,Delaware,OK,36.4,-94.8,40041,House
2148,Dewey,OK,36.0,-99.0,40043,House
2149,Ellis,OK,36.2,-99.8,40045,House
2150,Garfield,OK,36.4,-97.8,40047,House
2151,Garvin,OK,34.7,-97.3,40049,House
2152,Grady,OK,35.0,-97.9,40051,House
2153,Grant,OK,36.8,-97.8,40053,House
2154,Greer,OK,34.9,-99.6,40055,House
2155,Harmon,OK,34.7,-99.8,40057,House
2156,Harper,OK,36.8,-99.7,40059,House
2157,Haskell,OK,35.2,-95.1,40061,Rock
2158,Hughes,OK,35.0,-96.3,40063,House
2159,Jackson,OK,34.6,-99.4,40065,House
2160,Jefferson,OK,34.1,-97.8,40067,House
2161,Johnston,OK,34.3,-96.7,40069,House
2162,Kay,OK,36.8,-97.1,40071,House
2163,Kingfisher,OK,35.9,-97.9,40073,House
2164,Kiowa,OK,34.9,-99.0,40075,House
2165,Latimer,OK,34.9,-95.2,40077,Rock
2166,Le Flore,OK,34.9,-94.7,40079,Reggae
2167,Lincoln,OK,35.7,-96.9,40081,House
2168,Logan,OK,35.9,-97.5,40083,House
2169,Love,OK,34.0,-97.2,40085,House
2170,McClain,OK,35.0,-97.4,40087,House
2171,McCurtain,OK,34.1,-94.8,40089,House
2172,McIntosh,OK,35.4,-95.7,40091,House
2173,Major,OK,36.3,-98.5,40093,House
2174,Marshall,OK,34.0,-96.8,40095,House
2175,Mayes,OK,36.3,-95.2,40097,House
2176,Murray,OK,34.5,-97.1,40099,House
2177,Muskogee,OK,35.6,-95.4,40101,House
2178,Noble,OK,36.4,-97.2,40103,House
2179,Nowata,OK,36.8,-95.6,40105,House
2180,Okfuskee,OK,35.5,-96.3,40107,House
2181,Oklahoma,OK,35.5,-97.4,40109,House
2182,Okmulgee,OK,35.6,-96.0,40111,House
2183,Osage,OK,36.6,-96.4,40113,House
2184,Ottawa,OK,36.8,-94.8,40115,House
2185,Pawnee,OK,36.3,-96.7,40117,House
2186,Payne,OK,36.1,-97.0,40119,House
2187,Pittsburg,OK,34.9,-95.7,40121,House
2188,Pontotoc,OK,34.7,-96.7,40123,House
2189,Pottawatomie,OK,35.2,-96.9,40125,House
2190,Pushmataha,OK,34.4,-95.4,40127,House
2191,Roger Mills,OK,35.7,-99.7,40129,House
2192,Rogers,OK,36.4,-95.6,40131,House
2193,Seminole,OK,35.2,-96.6,40133,House
2194,Sequoyah,OK,35.5,-94.8,40135,Reggae
2195,Stephens,OK,34.5,-97.9,40137,House
2196,Texas,OK,36.8,-101.5,40139,Rock
2197,Tillman,OK,34.4,-98.9,40141,House
2198,Tulsa,OK,36.1,-95.9,40143,House
2199,Wagoner,OK,36.0,-95.5,40145,House
2200,Washington,OK,36.7,-95.9,40147,House
2201,Washita,OK,35.3,-99.0,40149,House
2202,Woods,OK,36.8,-98.9,40151,House
2203,Woodward,OK,36.4,-99.3,40153,House
2204,Baker,OR,44.7,-117.7,41001,Rock
2205,Benton,OR,44.5,-123.4,41003,Rock
2206,Clackamas,OR,45.2,-122.2,41005,Rock
2207,Clatsop,OR,46.0,-123.7,41007,Rock
2208,Columbia,OR,45.9,-123.1,41009,Rock
2209,Coos,OR,43.2,-124.1,41011,Rock
2210,Crook,OR,44.1,-120.4,41013,Rock
2211,Curry,OR,42.5,-124.2,41015,Reggae
2212,Deschutes,OR,43.9,-121.2,41017,Rock
2213,Douglas,OR,43.3,-123.2,41019,Rock
2214,Gilliam,OR,45.4,-120.2,41021,Rock
2215,Grant,OR,44.5,-119.0,41023,Rock
2216,Harney,OR,43.1,-119.0,41025,Rock
2217,Hood River,OR,45.5,-121.6,41027,Rock
2218,Jackson,OR,42.4,-122.7,41029,Reggae
2219,Jefferson,OR,44.6,-121.2,41031,Rock
2220,Josephine,OR,42.4,-123.6,41033,Reggae
2221,Klamath,OR,42.7,-121.6,41035,Rock
2222,Lake,OR,42.8,-120.4,41037,Rock
2223,Lane,OR,43.9,-122.9,41039,Rock
2224,Lincoln,OR,44.6,-123.9,41041,Rock
2225,Linn,OR,44.5,-122.5,41043,Rock
2226,Malheur,OR,43.2,-117.6,41045,Rock
2227,Marion,OR,44.9,-122.6,41047,Rock
2228,Morrow,OR,45.4,-119.6,41049,Rock
2229,Multnomah,OR,45.5,-122.4,41051,Rock
2230,Polk,OR,44.9,-123.4,41053,Rock
2231,Sherman,OR,45.4,-120.7,41055,Rock
2232,Tillamook,OR,45.5,-123.8,41057,Rock
2233,Umatilla,OR,45.6,-118.7,41059,Rock
2234,Union,OR,45.3,-118.0,41061,Rock
2235,Wallowa,OR,45.6,-117.2,41063,Rock
2236,Wasco,OR,45.2,-121.2,41065,Rock
2237,Washington,OR,45.6,-123.1,41067,Rock
2238,Wheeler,OR,44.7,-120.0,41069,Rock
2239,Yamhill,OR,45.2,-123.3,41071,Rock
2240,Adams,PA,39.9,-77.2,42001,Rock
2241,Allegheny,PA,40.5,-80.0,42003,Rock
2242,Armstrong,PA,40.8,-79.5,42005,Rock
2243,Beaver,PA,40.7,-80.4,42007,House
2244,Bedford,PA,40.0,-78.5,42009,Rock
2245,Berks,PA,40.4,-75.9,42011,Rock
2246,Blair,PA,40.5,-78.4,42013,Rock
2247,Bradford,PA,41.8,-76.5,42015,Rock
2248,Bucks,PA,40.3,-75.1,42017,Rock
2249,Butler,PA,40.9,-79.9,42019,Rock
2250,Cambria,PA,40.5,-78.7,42021,Rock
2251,Cameron,PA,41.4,-78.2,42023,Reggae
2252,Carbon,PA,40.9,-75.7,42025,Rock
2253,Centre,PA,40.9,-77.8,42027,Reggae
2254,Chester,PA,40.0,-75.8,42029,Rock
2255,Clarion,PA,41.2,-79.4,42031,Rock
2256,Clearfield,PA,41.0,-78.5,42033,Reggae
2257,Clinton,PA,41.2,-77.6,42035,Reggae
2258,Columbia,PA,41.1,-76.4,42037,Rock
2259,Crawford,PA,41.7,-80.1,42039,Rock
2260,Cumberland,PA,40.2,-77.3,42041,Rock
2261,Dauphin,PA,40.4,-76.8,42043,Rock
2262,Delaware,PA,39.9,-75.4,42045,Rock
2263,Elk,PA,41.4,-78.7,42047,Reggae
2264,Erie,PA,42.1,-80.1,42049,Reggae
2265,Fayette,PA,39.9,-79.6,42051,Rock
2266,Forest,PA,41.5,-79.2,42053,Rock
2267,Franklin,PA,39.9,-77.7,42055,Rock
2268,Fulton,PA,39.9,-78.1,42057,Rock
2269,Greene,PA,39.9,-80.2,42059,House
2270,Huntingdon,PA,40.4,-78.0,42061,Rock
2271,Indiana,PA,40.7,-79.1,42063,Rock
2272,Jefferson,PA,41.1,-79.0,42065,Rock
2273,Juniata,PA,40.5,-77.4,42067,Rock
2274,Lackawanna,PA,41.4,-75.6,42069,Rock
2275,Lancaster,PA,40.0,-76.3,42071,Rock
2276,Lawrence,PA,41.0,-80.3,42073,Rock
2277,Lebanon,PA,40.4,-76.5,42075,Rock
2278,Lehigh,PA,40.6,-75.6,42077,Rock
2279,Luzerne,PA,41.2,-76.0,42079,Rock
2280,Lycoming,PA,41.3,-77.1,42081,Reggae
2281,McKean,PA,41.8,-78.6,42083,Reggae
2282,Mercer,PA,41.3,-80.3,42085,Rock
2283,Mifflin,PA,40.6,-77.6,42087,Rock
2284,Monroe,PA,41.1,-75.3,42089,Reggae
2285,Montgomery,PA,40.2,-75.4,42091,Rock
2286,Montour,PA,41.0,-76.7,42093,Rock
2287,Northampton,PA,40.8,-75.3,42095,Rock
2288,Northumberland,PA,40.9,-76.7,42097,Rock
2289,Perry,PA,40.4,-77.3,42099,Rock
2290,Philadelphia,PA,40.0,-75.1,42101,Rock
2291,Pike,PA,41.3,-75.0,42103,Reggae
2292,Potter,PA,41.7,-77.9,42105,Reggae
2293,Schuylkill,PA,40.7,-76.2,42107,Rock
2294,Snyder,PA,40.8,-77.1,42109,Rock
2295,Somerset,PA,40.0,-79.0,42111,Rock
2296,Sullivan,PA,41.4,-76.5,42113,Rock
2297,Susquehanna,PA,41.8,-75.8,42115,Reggae
2298,Tioga,PA,41.8,-77.3,42117,Reggae
2299,Union,PA,41.0,-77.1,42119,Rock
2300,Venango,PA,41.4,-79.8,42121,Rock
2301,Warren,PA,41.8,-79.3,42123,Reggae
2302,Washington,PA,40.2,-80.2,42125,House
2303,Wayne,PA,41.7,-75.3,42127,Reggae
2304,Westmoreland,PA,40.3,-79.5,42129,Rock
2305,Wyoming,PA,41.5,-76.0,42131,Rock
2306,York,PA,39.9,-76.7,42133,Rock
2307,Bristol,RI,41.7,-71.3,44001,Reggae
2308,Kent,RI,41.7,-71.6,44003,Reggae
2309,Newport,RI,41.5,-71.3,44005,Reggae
2310,Providence,RI,41.9,-71.6,44007,Reggae
2311,Washington,RI,41.4,-71.6,44009,Reggae
2312,Abbeville,SC,34.2,-82.5,45001,Rock
2313,Aiken,SC,33.5,-81.6,45003,Rock
2314,Allendale,SC,33.0,-81.4,45005,Rock
2315,Anderson,SC,34.5,-82.6,45007,Rock
2316,Bamberg,SC,33.2,-81.1,45009,Rock
2317,Barnwell,SC,33.3,-81.4,45011,Rock
2318,Beaufort,SC,32.4,-80.7,45013,Reggae
2319,Berkeley,SC,33.2,-80.0,45015,Rock
2320,Calhoun,SC,33.7,-80.8,45017,Rock
2321,Charleston,SC,32.8,-79.9,45019,Rock
2322,Cherokee,SC,35.0,-81.6,45021,Rock
2323,Chester,SC,34.7,-81.2,45023,Rock
2324,Chesterfield,SC,34.6,-80.2,45025,Rock
2325,Clarendon,SC,33.7,-80.2,45027,Rock
2326,Colleton,SC,32.8,-80.7,45029,Rock
2327,Darlington,SC,34.3,-80.0,45031,Rock
2328,Dillon,SC,34.4,-79.4,45033,Rock
2329,Dorchester,SC,33.1,-80.4,45035,Rock
2330,Edgefield,SC,33.8,-82.0,45037,Rock
2331,Fairfield,SC,34.4,-81.1,45039,Rock
2332,Florence,SC,34.0,-79.7,45041,Rock
2333,Georgetown,SC,33.4,-79.3,45043,Rock
2334,Greenville,SC,34.9,-82.4,45045,Rock
2335,Greenwood,SC,34.2,-82.1,45047,Rock
2336,Hampton,SC,32.8,-81.1,45049,Rock
2337,Horry,SC,33.9,-79.0,45051,Rock
2338,Jasper,SC,32.4,-81.0,45053,Rock
2339,Kershaw,SC,34.3,-80.6,45055,Rock
2340,Lancaster,SC,34.7,-80.7,45057,Rock
2341,Laurens,SC,34.5,-82.0,45059,Rock
2342,Lee,SC,34.2,-80.3,45061,Rock
2343,Lexington,SC,33.9,-81.3,45063,Rock
2344,McCormick,SC,33.9,-82.3,45065,Rock
2345,Marion,SC,34.1,-79.4,45067,Rock
2346,Marlboro,SC,34.6,-79.7,45069,Rock
2347,Newberry,SC,34.3,-81.6,45071,Rock
2348,Oconee,SC,34.8,-83.1,45073,Rock
2349,Orangeburg,SC,33.4,-80.8,45075,Rock
2350,Pickens,SC,34.9,-82.7,45077,Rock
2351,Richland,SC,34.0,-80.9,45079,Rock
2352,Saluda,SC,34.0,-81.7,45081,Rock
2353,Spartanburg,SC,34.9,-82.0,45083,Rock
2354,Sumter,SC,33.9,-80.4,45085,Rock
2355,Union,SC,34.7,-81.6,45087,Rock
