,County,State,latitude,longitude,FIPS,Genre
2356,Williamsburg,SC,33.6,-79.7,45089,Rock
2357,York,SC,35.0,-81.2,45091,Rock
2358,Aurora,SD,43.7,-98.6,46003,Rock
2359,Beadle,SD,44.4,-98.3,46005,Rock
2360,Bennett,SD,43.2,-101.7,46007,House
2361,Bon Homme,SD,43.0,-97.9,46009,Rock
2362,Brookings,SD,44.4,-96.8,46011,Rock
2363,Brown,SD,45.6,-98.4,46013,Rock
2364,Brule,SD,43.7,-99.1,46015,Rock
2365,Buffalo,SD,44.1,-99.2,46017,Rock
2366,Butte,SD,44.9,-103.5,46019,House
2367,Campbell,SD,45.8,-100.0,46021,Rock
2368,Charles Mix,SD,43.2,-98.6,46023,Rock
2369,Clark,SD,44.9,-97.7,46025,Rock
2370,Clay,SD,42.9,-97.0,46027,Rock
2371,Codington,SD,45.0,-97.2,46029,Rock
2372,Corson,SD,45.7,-101.2,46031,House
2373,Custer,SD,43.7,-103.5,46033,House
2374,Davison,SD,43.7,-98.2,46035,Rock
2375,Day,SD,45.4,-97.6,46037,Rock
2376,Deuel,SD,44.8,-96.7,46039,Rock
2377,Dewey,SD,45.2,-100.9,46041,House
2378,Douglas,SD,43.4,-98.4,46043,Rock
2379,Edmunds,SD,45.4,-99.2,46045,Rock
2380,Fall River,SD,43.2,-103.5,46047,House
2381,Faulk,SD,45.1,-99.1,46049,Rock
2382,Grant,SD,45.2,-96.8,46051,Rock
2383,Gregory,SD,43.2,-99.2,46053,Rock
2384,Haakon,SD,44.3,-101.5,46055,House
2385,Hamlin,SD,44.7,-97.2,46057,Rock
2386,Hand,SD,44.5,-99.0,46059,Rock
2387,Hanson,SD,43.7,-97.8,46061,Rock
2388,Harding,SD,45.6,-103.5,46063,House
2389,Hughes,SD,44.4,-100.0,46065,Rock
2390,Hutchinson,SD,43.3,-97.7,46067,Rock
2391,Hyde,SD,44.6,-99.5,46069,Rock
2392,Jackson,SD,43.7,-101.6,46071,House
2393,Jerauld,SD,44.1,-98.6,46073,Rock
2394,Jones,SD,44.0,-100.7,46075,House
2395,Kingsbury,SD,44.4,-97.5,46077,Rock
2396,Lake,SD,44.0,-97.1,46079,Rock
2397,Lawrence,SD,44.4,-103.8,46081,House
2398,Lincoln,SD,43.3,-96.7,46083,Rock
2399,Lyman,SD,43.9,-99.8,46085,Rock
2400,McCook,SD,43.7,-97.4,46087,Rock
2401,McPherson,SD,45.8,-99.2,46089,Rock
2402,Marshall,SD,45.8,-97.6,46091,Rock
2403,Meade,SD,44.6,-102.7,46093,House
2404,Mellette,SD,43.6,-100.8,46095,House
2405,Miner,SD,44.0,-97.6,46097,Rock
2406,Minnehaha,SD,43.7,-96.8,46099,Rock
2407,Moody,SD,44.0,-96.7,46101,Rock
2408,Pennington,SD,44.0,-102.8,46103,House
2409,Perkins,SD,45.5,-102.5,46105,House
2410,Potter,SD,45.1,-99.9,46107,Rock
2411,Roberts,SD,45.6,-96.9,46109,Rock
2412,Sanborn,SD,44.0,-98.1,46111,Rock
2413,Shannon,SD,43.3,-102.5,46113,House
2414,Spink,SD,44.9,-98.3,46115,Rock
2415,Stanley,SD,44.4,-100.7,46117,House
2416,Sully,SD,44.7,-100.1,46119,Rock
2417,Todd,SD,43.2,-100.7,46121,House
2418,Tripp,SD,43.3,-99.9,46123,Rock
2419,Turner,SD,43.3,-97.2,46125,Rock
2420,Union,SD,42.8,-96.7,46127,Rock
2421,Walworth,SD,45.4,-100.0,46129,Rock
2422,Yankton,SD,43.0,-97.4,46135,Rock
2423,Ziebach,SD,45.0,-101.7,46137,House
2424,Anderson,TN,36.1,-84.2,47001,Rock
2425,Bedford,TN,35.5,-86.5,47003,Rock
2426,Benton,TN,36.1,-88.1,47005,Reggae
2427,Bledsoe,TN,35.6,-85.2,47007,Rock
2428,Blount,TN,35.7,-83.9,47009,Rock
2429,Bradley,TN,35.2,-84.9,47011,Rock
2430,Campbell,TN,36.4,-84.1,47013,Rock
2431,Cannon,TN,35.8,-86.1,47015,Rock
2432,Carroll,TN,36.0,-88.5,47017,Reggae
2433,Carter,TN,36.3,-82.1,47019,Rock
2434,Cheatham,TN,36.3,-87.1,47021,Rock
2435,Chester,TN,35.4,-88.6,47023,Reggae
2436,Claiborne,TN,36.5,-83.7,47025,Rock
2437,Clay,TN,36.6,-85.5,47027,Reggae
2438,Cocke,TN,35.9,-83.1,47029,Rock
2439,Coffee,TN,35.5,-86.1,47031,Rock
2440,Crockett,TN,35.8,-89.1,47033,Reggae
2441,Cumberland,TN,36.0,-85.0,47035,Rock
2442,Davidson,TN,36.2,-86.8,47037,Rock
2443,Decatur,TN,35.6,-88.1,47039,Reggae
2444,DeKalb,TN,36.0,-85.8,47041,Rock
2445,Dickson,TN,36.2,-87.4,47043,Rock
2446,Dyer,TN,36.1,-89.4,47045,Reggae
2447,Fayette,TN,35.2,-89.4,47047,Reggae
2448,Fentress,TN,36.4,-84.9,47049,Reggae
2449,Franklin,TN,35.2,-86.1,47051,Rock
2450,Gibson,TN,36.0,-88.9,47053,Reggae
2451,Giles,TN,35.2,-87.0,47055,Rock
2452,Grainger,TN,36.3,-83.5,47057,Rock
2453,Greene,TN,36.2,-82.8,47059,Rock
2454,Grundy,TN,35.4,-85.7,47061,Rock
2455,Hamblen,TN,36.2,-83.3,47063,Rock
2456,Hamilton,TN,35.2,-85.2,47065,Rock
2457,Hancock,TN,36.5,-83.2,47067,Rock
2458,Hardeman,TN,35.2,-89.0,47069,Reggae
2459,Hardin,TN,35.2,-88.2,47071,Reggae
2460,Hawkins,TN,36.4,-82.9,47073,Rock
2461,Haywood,TN,35.6,-89.3,47075,Reggae
2462,Henderson,TN,35.7,-88.4,47077,Reggae
2463,Henry,TN,36.3,-88.3,47079,Reggae
2464,Hickman,TN,35.8,-87.5,47081,Reggae
2465,Houston,TN,36.3,-87.7,47083,Reggae
2466,Humphreys,TN,36.0,-87.8,47085,Reggae
2467,Jackson,TN,36.4,-85.7,47087,Reggae
2468,Jefferson,TN,36.1,-83.4,47089,Rock
2469,Johnson,TN,36.5,-81.9,47091,Rock
2470,Knox,TN,36.0,-83.9,47093,Rock
2471,Lake,TN,36.3,-89.5,47095,Reggae
2472,Lauderdale,TN,35.8,-89.6,47097,Reggae
2473,Lawrence,TN,35.2,-87.4,47099,Reggae
2474,Lewis,TN,35.5,-87.5,47101,Reggae
2475,Lincoln,TN,35.1,-86.6,47103,Rock
2476,Loudon,TN,35.7,-84.3,47105,Rock
2477,McMinn,TN,35.4,-84.6,47107,Rock
2478,McNairy,TN,35.2,-88.6,47109,Reggae
2479,Macon,TN,36.5,-86.0,47111,Rock
2480,Madison,TN,35.6,-88.8,47113,Reggae
2481,Marion,TN,35.1,-85.6,47115,Rock
2482,Marshall,TN,35.5,-86.8,47117,Rock
2483,Maury,TN,35.6,-87.1,47119,Rock
2484,Meigs,TN,35.5,-84.8,47121,Rock
2485,Monroe,TN,35.4,-84.3,47123,Rock
2486,Montgomery,TN,36.5,-87.4,47125,Reggae
2487,Moore,TN,35.3,-86.4,47127,Rock
2488,Morgan,TN,36.1,-84.6,47129,Rock
2489,Obion,TN,36.4,-89.1,47131,Reggae
2490,Overton,TN,36.3,-85.3,47133,Rock
2491,Perry,TN,35.6,-87.9,47135,Reggae
2492,Pickett,TN,36.6,-85.1,47137,Reggae
2493,Polk,TN,35.1,-84.5,47139,Rock
2494,Putnam,TN,36.1,-85.5,47141,Rock
2495,Rhea,TN,35.6,-84.9,47143,Rock
2496,Roane,TN,35.8,-84.5,47145,Rock
2497,Robertson,TN,36.5,-86.9,47147,Rock
2498,Rutherford,TN,35.8,-86.4,47149,Rock
2499,Scott,TN,36.4,-84.5,47151,Rock
2500,Sequatchie,TN,35.4,-85.4,47153,Rock
2501,Sevier,TN,35.8,-83.5,47155,Rock
2502,Shelby,TN,35.2,-89.9,47157,Reggae
2503,Smith,TN,36.2,-86.0,47159,Rock
2504,Stewart,TN,36.5,-87.8,47161,Reggae
2505,Sullivan,TN,36.5,-82.3,47163,Rock
2506,Sumner,TN,36.5,-86.5,47165,Rock
2507,Tipton,TN,35.5,-89.8,47167,Reggae
2508,Trousdale,TN,36.4,-86.2,47169,Rock
2509,Unicoi,TN,36.1,-82.4,47171,Rock
2510,Union,TN,36.3,-83.8,47173,Rock
2511,Van Buren,TN,35.7,-85.5,47175,Rock
2512,Warren,TN,35.7,-85.8,47177,Rock
2513,Washington,TN,36.3,-82.5,47179,Rock
2514,Wayne,TN,35.2,-87.8,47181,Reggae
2515,Weakley,TN,36.3,-88.7,47183,Reggae
2516,White,TN,35.9,-85.5,47185,Rock
2517,Williamson,TN,35.9,-86.9,47187,Rock
2518,Wilson,TN,36.2,-86.3,47189,Rock
2519,Anderson,TX,31.8,-95.6,48001,House
2520,Andrews,TX,32.3,-102.6,48003,Rock
2521,Angelina,TX,31.3,-94.6,48005,House
2522,Aransas,TX,28.1,-97.0,48007,House
2523,Archer,TX,33.6,-98.7,48009,Rock
2524,Armstrong,TX,35.0,-101.4,48011,House
2525,Atascosa,TX,28.9,-98.5,48013,House
2526,Austin,TX,29.9,-96.3,48015,House
2527,Bailey,TX,34.1,-102.8,48017,Rock
2528,Bandera,TX,29.7,-99.2,48019,House
2529,Bastrop,TX,30.1,-97.3,48021,House
2530,Baylor,TX,33.6,-99.2,48023,Rock
2531,Bee,TX,28.4,-97.7,48025,House
2532,Bell,TX,31.0,-97.5,48027,House
2533,Bexar,TX,29.4,-98.5,48029,House
2534,Blanco,TX,30.3,-98.4,48031,House
2535,Borden,TX,32.7,-101.4,48033,House
2536,Bosque,TX,31.9,-97.6,48035,House
2537,Bowie,TX,33.4,-94.4,48037,House
2538,Brazoria,TX,29.2,-95.4,48039,House
2539,Brazos,TX,30.7,-96.3,48041,House
2540,Brewster,TX,29.8,-103.2,48043,Rock
2541,Briscoe,TX,34.5,-101.2,48045,House
2542,Brooks,TX,27.0,-98.2,48047,House
2543,Brown,TX,31.8,-99.0,48049,House
2544,Burleson,TX,30.5,-96.6,48051,House
2545,Burnet,TX,30.8,-98.2,48053,House
2546,Caldwell,TX,29.8,-97.6,48055,House
2547,Calhoun,TX,28.4,-96.6,48057,House
2548,Callahan,TX,32.3,-99.4,48059,House
2549,Cameron,TX,26.1,-97.4,48061,House
2550,Camp,TX,33.0,-95.0,48063,House
2551,Carson,TX,35.4,-101.4,48065,Rock
2552,Cass,TX,33.1,-94.3,48067,House
2553,Castro,TX,34.5,-102.3,48069,Rock
2554,Chambers,TX,29.7,-94.7,48071,House
2555,Cherokee,TX,31.8,-95.2,48073,House
2556,Childress,TX,34.5,-100.2,48075,House
2557,Clay,TX,33.8,-98.2,48077,Rock
2558,Cochran,TX,33.6,-102.8,48079,Rock
2559,Coke,TX,31.9,-100.5,48081,House
2560,Coleman,TX,31.8,-99.5,48083,House
2561,Collin,TX,33.2,-96.6,48085,Rock
2562,Collingsworth,TX,35.0,-100.3,48087,House
2563,Colorado,TX,29.6,-96.5,48089,House
2564,Comal,TX,29.8,-98.3,48091,House
2565,Comanche,TX,32.0,-98.6,48093,House
2566,Concho,TX,31.3,-99.9,48095,House
2567,Cooke,TX,33.6,-97.2,48097,Rock
2568,Coryell,TX,31.4,-97.8,48099,House
2569,Cottle,TX,34.1,-100.3,48101,House
2570,Crane,TX,31.4,-102.5,48103,Rock
2571,Crockett,TX,30.7,-101.4,48105,House
2572,Crosby,TX,33.6,-101.3,48107,Rock
2573,Culberson,TX,31.4,-104.5,48109,House
2574,Dallam,TX,36.3,-102.6,48111,Rock
2575,Dallas,TX,32.8,-96.8,48113,Rock
2576,Dawson,TX,32.7,-101.9,48115,House
2577,Deaf Smith,TX,35.0,-102.6,48117,Rock
2578,Delta,TX,33.4,-95.7,48119,House
2579,Denton,TX,33.2,-97.1,48121,Rock
2580,DeWitt,TX,29.1,-97.4,48123,House
2581,Dickens,TX,33.6,-100.8,48125,Rock
2582,Dimmit,TX,28.4,-99.7,48127,House
2583,Donley,TX,35.0,-100.8,48129,House
2584,Duval,TX,27.7,-98.5,48131,House
2585,Eastland,TX,32.3,-98.8,48133,House
2586,Ector,TX,31.9,-102.5,48135,Rock
2587,Edwards,TX,30.0,-100.3,48137,House
2588,Ellis,TX,32.4,-96.8,48139,House
2589,El Paso,TX,31.8,-106.2,48141,House
2590,Erath,TX,32.2,-98.2,48143,House
2591,Falls,TX,31.3,-96.9,48145,House
2592,Fannin,TX,33.6,-96.1,48147,Rock
2593,Fayette,TX,29.9,-96.9,48149,House
2594,Fisher,TX,32.7,-100.4,48151,House
2595,Floyd,TX,34.1,-101.3,48153,Rock
2596,Foard,TX,34.0,-99.8,48155,Rock
2597,Fort Bend,TX,29.5,-95.8,48157,House
2598,Franklin,TX,33.2,-95.2,48159,House
2599,Freestone,TX,31.7,-96.1,48161,House
2600,Frio,TX,28.9,-99.1,48163,House
2601,Gaines,TX,32.7,-102.6,48165,Rock
2602,Galveston,TX,29.4,-94.9,48167,House
2603,Garza,TX,33.2,-101.3,48169,Rock
2604,Gillespie,TX,30.3,-98.9,48171,House
2605,Glasscock,TX,31.9,-101.5,48173,House
2606,Goliad,TX,28.7,-97.4,48175,House
2607,Gonzales,TX,29.5,-97.5,48177,House
2608,Gray,TX,35.4,-100.8,48179,House
2609,Grayson,TX,33.6,-96.7,48181,Rock
2610,Gregg,TX,32.5,-94.8,48183,House
2611,Grimes,TX,30.5,-96.0,48185,House
2612,Guadalupe,TX,29.6,-97.9,48187,House
2613,Hale,TX,34.1,-101.8,48189,Rock
2614,Hall,TX,34.5,-100.7,48191,House
2615,Hamilton,TX,31.7,-98.1,48193,House
2616,Hansford,TX,36.3,-101.4,48195,Rock
2617,Hardeman,TX,34.3,-99.7,48197,House
2618,Hardin,TX,30.3,-94.4,48199,House
2619,Harris,TX,29.9,-95.4,48201,House
2620,Harrison,TX,32.5,-94.4,48203,House
2621,Hartley,TX,35.8,-102.6,48205,Rock
2622,Haskell,TX,33.2,-99.7,48207,Rock
2623,Hays,TX,30.1,-98.0,48209,House
2624,Hemphill,TX,35.8,-100.3,48211,House
2625,Henderson,TX,32.2,-95.9,48213,House
2626,Hidalgo,TX,26.4,-98.2,48215,House
2627,Hill,TX,32.0,-97.1,48217,House
2628,Hockley,TX,33.6,-102.3,48219,Rock
2629,Hood,TX,32.4,-97.8,48221,House
2630,Hopkins,TX,33.1,-95.6,48223,House
2631,Houston,TX,31.3,-95.4,48225,House
2632,Howard,TX,32.3,-101.4,48227,House
2633,Hudspeth,TX,31.5,-105.4,48229,House
2634,Hunt,TX,33.1,-96.1,48231,House
2635,Hutchinson,TX,35.8,-101.4,48233,Rock
2636,Irion,TX,31.3,-101.0,48235,House
2637,Jack,TX,33.2,-98.2,48237,Rock
2638,Jackson,TX,28.9,-96.6,48239,House
2639,Jasper,TX,30.7,-94.0,48241,House
2640,Jeff Davis,TX,30.7,-104.1,48243,Rock
2641,Jefferson,TX,29.9,-94.1,48245,House
2642,Jim Hogg,TX,27.0,-98.7,48247,House
2643,Jim Wells,TX,27.7,-98.1,48249,House
2644,Johnson,TX,32.4,-97.4,48251,Rock
2645,Jones,TX,32.7,-99.9,48253,House
2646,Karnes,TX,28.9,-97.9,48255,House
2647,Kaufman,TX,32.6,-96.3,48257,House
2648,Kendall,TX,30.0,-98.7,48259,House
2649,Kenedy,TX,26.9,-97.6,48261,House
2650,Kent,TX,33.2,-100.8,48263,Rock
2651,Kerr,TX,30.1,-99.3,48265,House
2652,Kimble,TX,30.5,-99.7,48267,House
2653,King,TX,33.6,-100.3,48269,Rock
2654,Kinney,TX,29.4,-100.4,48271,House
2655,Kleberg,TX,27.4,-97.7,48273,House
2656,Knox,TX,33.6,-99.7,48275,Rock
2657,Lamar,TX,33.7,-95.6,48277,House
2658,Lamb,TX,34.1,-102.3,48279,Rock
2659,Lampasas,TX,31.2,-98.2,48281,House
2660,La Salle,TX,28.3,-99.1,48283,House
2661,Lavaca,TX,29.4,-96.9,48285,House
2662,Lee,TX,30.3,-97.0,48287,House
2663,Leon,TX,31.3,-96.0,48289,House
2664,Liberty,TX,30.1,-94.8,48291,House
2665,Limestone,TX,31.5,-96.6,48293,House
2666,Lipscomb,TX,36.3,-100.3,48295,House
2667,Live Oak,TX,28.4,-98.1,48297,House
2668,Llano,TX,30.7,-98.7,48299,House
2669,Loving,TX,31.8,-103.6,48301,Rock
2670,Lubbock,TX,33.6,-101.8,48303,Rock
2671,Lynn,TX,33.2,-101.8,48305,House
2672,McCulloch,TX,31.2,-99.3,48307,House
2673,McLennan,TX,31.6,-97.2,48309,House
2674,McMullen,TX,28.3,-98.6,48311,House
2675,Madison,TX,31.0,-95.9,48313,House
2676,Marion,TX,32.8,-94.4,48315,House
2677,Martin,TX,32.3,-102.0,48317,House
2678,Mason,TX,30.7,-99.2,48319,House
2679,Matagorda,TX,28.8,-96.0,48321,House
2680,Maverick,TX,28.7,-100.3,48323,House
2681,Medina,TX,29.4,-99.1,48325,House
2682,Menard,TX,30.9,-99.8,48327,House
2683,Midland,TX,31.9,-102.0,48329,House
2684,Milam,TX,30.8,-97.0,48331,House
2685,Mills,TX,31.5,-98.6,48333,House
2686,Mitchell,TX,32.3,-100.9,48335,House
2687,Montague,TX,33.7,-97.7,48337,Rock
2688,Montgomery,TX,30.3,-95.5,48339,House
2689,Moore,TX,35.8,-101.9,48341,Rock
2690,Morris,TX,33.1,-94.7,48343,House
2691,Motley,TX,34.1,-100.8,48345,House
2692,Nacogdoches,TX,31.6,-94.6,48347,House
2693,Navarro,TX,32.0,-96.5,48349,House
2694,Newton,TX,30.8,-93.7,48351,House
2695,Nolan,TX,32.3,-100.4,48353,House
2696,Nueces,TX,27.7,-97.5,48355,House
2697,Ochiltree,TX,36.3,-100.8,48357,Rock
2698,Oldham,TX,35.4,-102.6,48359,Rock
2699,Orange,TX,30.1,-93.9,48361,House
2700,Palo Pinto,TX,32.7,-98.3,48363,Rock
2701,Panola,TX,32.2,-94.3,48365,House
2702,Parker,TX,32.8,-97.8,48367,Rock
2703,Parmer,TX,34.5,-102.8,48369,Rock
2704,Pecos,TX,30.8,-102.7,48371,Rock
2705,Polk,TX,30.8,-94.8,48373,House
2706,Potter,TX,35.4,-101.9,48375,Rock
2707,Presidio,TX,30.0,-104.2,48377,Rock
2708,Rains,TX,32.9,-95.8,48379,House
2709,Randall,TX,35.0,-101.9,48381,Rock
2710,Reagan,TX,31.4,-101.5,48383,House
2711,Real,TX,29.8,-99.8,48385,House
2712,Red River,TX,33.6,-95.1,48387,House
2713,Reeves,TX,31.3,-103.7,48389,Rock
2714,Refugio,TX,28.3,-97.2,48391,House
2715,Roberts,TX,35.8,-100.8,48393,House
2716,Robertson,TX,31.0,-96.5,48395,House
2717,Rockwall,TX,32.9,-96.4,48397,Rock
2718,Runnels,TX,31.8,-100.0,48399,House
2719,Rusk,TX,32.1,-94.8,48401,House
2720,Sabine,TX,31.3,-93.9,48403,House
2721,San Augustine,TX,31.4,-94.2,48405,House
2722,San Jacinto,TX,30.6,-95.2,48407,House
2723,San Patricio,TX,28.0,-97.5,48409,House
2724,San Saba,TX,31.2,-98.8,48411,House
2725,Schleicher,TX,30.9,-100.5,48413,House
2726,Scurry,TX,32.7,-100.9,48415,House
2727,Shackelford,TX,32.7,-99.4,48417,Rock
2728,Shelby,TX,31.8,-94.1,48419,House
2729,Sherman,TX,36.3,-101.9,48421,Rock
2730,Smith,TX,32.4,-95.3,48423,House
2731,Somervell,TX,32.2,-97.8,48425,House
2732,Starr,TX,26.6,-98.7,48427,House
2733,Stephens,TX,32.7,-98.8,48429,Rock
2734,Sterling,TX,31.8,-101.0,48431,House
2735,Stonewall,TX,33.2,-100.3,48433,Rock
2736,Sutton,TX,30.5,-100.5,48435,House
2737,Swisher,TX,34.5,-101.7,48437,Rock
2738,Tarrant,TX,32.8,-97.3,48439,Rock
2739,Taylor,TX,32.3,-99.9,48441,House
2740,Terrell,TX,30.2,-102.1,48443,House
2741,Terry,TX,33.2,-102.3,48445,Rock
2742,Throckmorton,TX,33.2,-99.2,48447,Rock
2743,Titus,TX,33.2,-95.0,48449,House
2744,Tom Green,TX,31.4,-100.5,48451,House
2745,Travis,TX,30.3,-97.8,48453,House
2746,Trinity,TX,31.1,-95.1,48455,House
2747,Tyler,TX,30.8,-94.4,48457,House
2748,Upshur,TX,32.7,-94.9,48459,House
2749,Upton,TX,31.4,-102.0,48461,House
2750,Uvalde,TX,29.4,-99.8,48463,House
2751,Val Verde,TX,29.9,-101.2,48465,House
2752,Van Zandt,TX,32.6,-95.8,48467,House
2753,Victoria,TX,28.8,-97.0,48469,House
2754,Walker,TX,30.7,-95.6,48471,House
2755,Waller,TX,30.0,-96.0,48473,House
2756,Ward,TX,31.5,-103.1,48475,Rock
2757,Washington,TX,30.2,-96.4,48477,House
2758,Webb,TX,27.8,-99.3,48479,House
2759,Wharton,TX,29.3,-96.2,48481,House
2760,Wheeler,TX,35.4,-100.3,48483,House
2761,Wichita,TX,34.0,-98.7,48485,Rock
2762,Wilbarger,TX,34.1,-99.2,48487,House
2763,Willacy,TX,26.5,-97.6,48489,House
2764,Williamson,TX,30.6,-97.6,48491,House
2765,Wilson,TX,29.2,-98.1,48493,House
2766,Winkler,TX,31.9,-103.0,48495,Rock
2767,Wise,TX,33.2,-97.7,48497,Rock
2768,Wood,TX,32.8,-95.4,48499,House
2769,Yoakum,TX,33.2,-102.8,48501,Rock
2770,Young,TX,33.2,-98.7,48503,Rock
2771,Zapata,TX,27.0,-99.2,48505,House
2772,Zavala,TX,28.9,-99.8,48507,House
2773,Beaver,UT,38.3,-113.2,49001,House
2774,Box Elder,UT,41.5,-113.1,49003,Rock
2775,Cache,UT,41.7,-111.7,49005,Rock
2776,Carbon,UT,39.6,-110.6,49007,Rock
2777,Daggett,UT,40.9,-109.5,49009,Rock
2778,Davis,UT,41.0,-112.1,49011,Rock
2779,Duchesne,UT,40.3,-110.4,49013,Rock
2780,Emery,UT,39.0,-110.7,49015,Rock
2781,Garfield,UT,37.9,-111.4,49017,House
2782,Grand,UT,39.0,-109.6,49019,Rock
2783,Iron,UT,37.9,-113.3,49021,House
2784,Juab,UT,39.7,-112.8,49023,Rock
2785,Kane,UT,37.3,-111.9,49025,House
2786,Millard,UT,39.0,-113.1,49027,Rock
2787,Morgan,UT,41.1,-111.6,49029,Rock
2788,Piute,UT,38.3,-112.1,49031,House
2789,Rich,UT,41.6,-111.2,49033,Rock
2790,Salt Lake,UT,40.7,-111.9,49035,Rock
2791,San Juan,UT,37.6,-109.8,49037,Rock
2792,Sanpete,UT,39.4,-111.6,49039,House
2793,Sevier,UT,38.7,-111.8,49041,House
2794,Summit,UT,40.9,-111.0,49043,Rock
2795,Tooele,UT,40.4,-113.2,49045,Rock
2796,Uintah,UT,40.1,-109.5,49047,Rock
2797,Utah,UT,40.1,-111.7,49049,Rock
2798,Wasatch,UT,40.3,-111.2,49051,Rock
2799,Washington,UT,37.3,-113.5,49053,House
2800,Wayne,UT,38.4,-110.9,49055,House
2801,Weber,UT,41.3,-111.9,49057,Rock
2802,Accomack,VA,37.8,-75.8,51001,Rock
2803,Albemarle,VA,38.0,-78.6,51003,Rock
2804,Alleghany,VA,37.8,-80.0,51005,Rock
2805,Amelia,VA,37.3,-78.0,51007,Rock
2806,Amherst,VA,37.6,-79.1,51009,Rock
2807,Appomattox,VA,37.4,-78.8,51011,Rock
2808,Arlington,VA,38.9,-77.1,51013,Rock
2809,Augusta,VA,38.2,-79.1,51015,Rock
2810,Bath,VA,38.1,-79.7,51017,Rock
2811,Bedford,VA,37.3,-79.5,51019,Rock
2812,Bland,VA,37.1,-81.1,51021,Rock
2813,Botetourt,VA,37.6,-79.8,51023,Rock
2814,Brunswick,VA,36.8,-77.9,51025,Rock
2815,Buchanan,VA,37.3,-82.0,51027,House
2816,Buckingham,VA,37.6,-78.5,51029,Rock
2817,Campbell,VA,37.2,-79.1,51031,Rock
2818,Caroline,VA,38.0,-77.3,51033,Rock
2819,Carroll,VA,36.7,-80.7,51035,Rock
2820,Charles City,VA,37.4,-77.1,51036,Rock
2821,Charlotte,VA,37.0,-78.7,51037,Rock
2822,Chesterfield,VA,37.4,-77.6,51041,Rock
2823,Clarke,VA,39.1,-78.0,51043,Rock
2824,Craig,VA,37.5,-80.2,51045,Rock
2825,Culpeper,VA,38.5,-78.0,51047,Rock
2826,Cumberland,VA,37.5,-78.2,51049,Rock
2827,Dickenson,VA,37.1,-82.4,51051,House
2828,Dinwiddie,VA,37.1,-77.6,51053,Rock
2829,Essex,VA,37.9,-77.0,51057,Rock
2830,Fairfax,VA,38.8,-77.3,51059,Rock
2831,Fauquier,VA,38.7,-77.8,51061,Rock
2832,Floyd,VA,36.9,-80.4,51063,Rock
2833,Fluvanna,VA,37.8,-78.3,51065,Rock
2834,Franklin,VA,37.0,-79.9,51067,Rock
2835,Frederick,VA,39.2,-78.3,51069,Rock
2836,Giles,VA,37.3,-80.7,51071,Rock
2837,Gloucester,VA,37.4,-76.5,51073,Rock
2838,Goochland,VA,37.7,-77.9,51075,Rock
2839,Grayson,VA,36.7,-81.2,51077,Rock
2840,Greene,VA,38.3,-78.5,51079,Rock
2841,Greensville,VA,36.7,-77.6,51081,Rock
2842,Halifax,VA,36.8,-78.9,51083,Rock
2843,Hanover,VA,37.8,-77.5,51085,Rock
2844,Henrico,VA,37.6,-77.4,51087,Rock
2845,Henry,VA,36.7,-79.9,51089,Rock
2846,Highland,VA,38.4,-79.6,51091,Rock
2847,Isle of Wight,VA,36.9,-76.7,51093,Rock
2848,James City,VA,37.3,-76.8,51095,Rock
2849,King and Queen,VA,37.7,-76.9,51097,Rock
2850,King George,VA,38.3,-77.2,51099,Rock
2851,King William,VA,37.7,-77.1,51101,Rock
2852,Lancaster,VA,37.7,-76.4,51103,Rock
2853,Lee,VA,36.7,-83.1,51105,Rock
2854,Loudoun,VA,39.1,-77.6,51107,Rock
2855,Louisa,VA,38.0,-78.0,51109,Rock
2856,Lunenburg,VA,36.9,-78.2,51111,Rock
2857,Madison,VA,38.4,-78.3,51113,Rock
2858,Mathews,VA,37.4,-76.3,51115,Rock
2859,Mecklenburg,VA,36.7,-78.4,51117,Rock
2860,Middlesex,VA,37.6,-76.5,51119,Rock
2861,Montgomery,VA,37.2,-80.4,51121,Rock
2862,Nelson,VA,37.8,-78.9,51125,Rock
2863,New Keny,VA,37.5,-77.0,51127,Rock
2864,Northampton,VA,37.3,-75.9,51131,Rock
2865,Northumberland,VA,37.9,-76.4,51133,Rock
2866,Nottoway,VA,37.1,-78.1,51135,Rock
2867,Orange,VA,38.2,-78.0,51137,Rock
2868,Page,VA,38.6,-78.5,51139,Rock
2869,Patrick,VA,36.7,-80.3,51141,Rock
2870,Pittsylvania,VA,36.8,-79.4,51143,Rock
2871,Powhatan,VA,37.5,-77.9,51145,Rock
2872,Prince Edward,VA,37.2,-78.4,51147,Rock
2873,Prince George,VA,37.2,-77.2,51149,Rock
2874,Prince William,VA,38.7,-77.5,51153,Rock
2875,Pulaski,VA,37.1,-80.7,51155,Rock
2876,Rappahannock,VA,38.7,-78.2,51157,Rock
2877,Richmond,VA,37.9,-76.7,51159,Rock
2878,Roanoke,VA,37.3,-80.1,51161,Rock
2879,Rockbridge,VA,37.8,-79.4,51163,Rock
2880,Rockingham,VA,38.5,-78.9,51165,Rock
2881,Russell,VA,36.9,-82.1,51167,Rock
2882,Scott,VA,36.7,-82.6,51169,Rock
2883,Shenandoah,VA,38.9,-78.6,51171,Rock
2884,Smyth,VA,36.8,-81.5,51173,Rock
2885,Southampton,VA,36.7,-77.1,51175,Rock
2886,Spotsylvania,VA,38.2,-77.7,51177,Rock
2887,Stafford,VA,38.4,-77.5,51179,Rock
